"year","school_type","level","region_name","la_name","perm_excl_rate","fixed_excl_rate","one_or_more_fixed_excl_rate","area"
"200708","total","Local authority","Outer London","Redbridge","0.12","3.63","2.1","Redbridge"
"200708","total","Local authority","Outer London","Richmond upon Thames","0.04","3.01","1.99","Richmond upon Thames"
"200708","total","Local authority","Outer London","Sutton","0.12","5.12","2.91","Sutton"
"200708","total","Local authority","Outer London","Waltham Forest","0.03","7.05","4","Waltham Forest"
"200708","total","Local authority","West Midlands","Birmingham","0.15","6.67","3.87","Birmingham"
"200708","total","Local authority","West Midlands","Coventry","0.02","4.75","2.67","Coventry"
"200708","total","Local authority","West Midlands","Dudley","0.15","6.13","3.15","Dudley"
"200708","total","Local authority","West Midlands","Sandwell","0.13","5.32","3.31","Sandwell"
"200708","total","Local authority","West Midlands","Solihull","0.1","4.92","2.71","Solihull"
"200708","total","Local authority","West Midlands","Walsall","0.12","4.99","2.71","Walsall"
"200708","total","Local authority","West Midlands","Wolverhampton","0","4.26","2.71","Wolverhampton"
"200708","total","Local authority","North West","Knowsley","0.13","3.49","2.03","Knowsley"
"200708","total","Local authority","North West","Liverpool","0.12","2.61","1.79","Liverpool"
"200708","total","Local authority","North West","St. Helens","x","4.44","2.17","St. Helens"
"200708","total","Local authority","North West","Sefton","0.07","2.06","1.34","Sefton"
"200708","total","Local authority","North West","Wirral","0.08","5.31","2.73","Wirral"
"200708","total","Local authority","North West","Bolton","0.06","6.21","3","Bolton"
"200708","total","Local authority","North West","Bury","0.28","5.71","3.18","Bury"
"200708","total","Local authority","North West","Manchester","0.19","7.8","4.1","Manchester"
"200708","total","Local authority","North West","Oldham","0.23","5.28","2.98","Oldham"
"200708","total","Local authority","North West","Rochdale","0.16","5.92","3.38","Rochdale"
"200708","total","Local authority","North West","Salford","0.27","3.7","2.14","Salford"
"200708","total","Local authority","North West","Stockport","0.14","5.6","2.99","Stockport"
"200708","total","Local authority","North West","Tameside","0.15","6.99","3.48","Tameside"
"200708","total","Local authority","North West","Trafford","0.08","4.62","2.69","Trafford"
"200708","total","Local authority","North West","Wigan","0.01","5.49","2.88","Wigan"
"200708","total","Local authority","Yorkshire and the Humber","Barnsley","x","4.01","2.13","Barnsley"
"200708","total","Local authority","Yorkshire and the Humber","Doncaster","0.16","5.87","3.11","Doncaster"
"200708","total","Local authority","Yorkshire and the Humber","Rotherham","0.01","5.96","3.06","Rotherham"
"200708","total","Local authority","Yorkshire and the Humber","Sheffield","0.01","6.03","3.33","Sheffield"
"200708","total","Local authority","Yorkshire and the Humber","Bradford","0.08","5.47","3.01","Bradford"
"200708","total","Local authority","Yorkshire and the Humber","Calderdale","0.12","3.99","2.19","Calderdale"
"200708","total","Local authority","Yorkshire and the Humber","Kirklees","0.07","4.82","2.49","Kirklees"
"200708","total","Local authority","Yorkshire and the Humber","Leeds","0.05","5.55","2.72","Leeds"
"200708","total","Local authority","Yorkshire and the Humber","Wakefield","0.08","7.23","3.18","Wakefield"
"200708","total","Local authority","North East","Gateshead","0.1","2.19","1.41","Gateshead"
"200708","total","Local authority","North East","Newcastle upon Tyne","0.19","3.79","2.11","Newcastle upon Tyne"
"200708","total","Local authority","North East","North Tyneside","0","2.04","1.29","North Tyneside"
"200708","total","Local authority","North East","South Tyneside","0.09","6.06","3.04","South Tyneside"
"200708","total","Local authority","North East","Sunderland","0.03","3.22","2.01","Sunderland"
"200708","total","Local authority","South West","Isles Of Scilly","0","0","0","Isles Of Scilly"
"200708","total","Local authority","South West","Bath and North East Somerset","0.02","6.68","3.03","Bath and North East Somerset"
"200708","total","Local authority","South West","Bristol City of","0.07","5.89","3.29","Bristol City of"
"200708","total","Local authority","South West","North Somerset","0.06","3.18","1.87","North Somerset"
"200708","total","Local authority","South West","South Gloucestershire","0.08","6.74","3.18","South Gloucestershire"
"200708","total","Local authority","North East","Hartlepool","0.03","1.55","1.08","Hartlepool"
"200708","total","Local authority","North East","Middlesbrough","0.11","5.13","2.96","Middlesbrough"
"200708","total","Local authority","North East","Redcar and Cleveland","0.12","5.51","2.89","Redcar and Cleveland"
"200708","total","Local authority","North East","Stockton-on-Tees","0.04","3.14","1.93","Stockton-on-Tees"
"200708","total","Local authority","Yorkshire and the Humber","Kingston upon Hull City of","0.13","4.12","2.24","Kingston upon Hull City of"
"200708","total","Local authority","Yorkshire and the Humber","East Riding of Yorkshire","0.06","8.45","3.23","East Riding of Yorkshire"
"200708","total","Local authority","Yorkshire and the Humber","North East Lincolnshire","0.06","4.11","2.14","North East Lincolnshire"
"200708","total","Local authority","Yorkshire and the Humber","North Lincolnshire","0","5.75","2.77","North Lincolnshire"
"200708","total","Local authority","Yorkshire and the Humber","North Yorkshire","0.09","4.17","2.06","North Yorkshire"
"200708","total","Local authority","Yorkshire and the Humber","York","0.11","5.89","2.74","York"
"200708","total","Local authority","East of England","Bedfordshire (Pre LGR 2009)","0.17","4.11","2.33","Bedfordshire (Pre LGR 2009)"
"200708","total","Local authority","East of England","Luton","0.06","4.71","2.92","Luton"
"200708","total","Local authority","South East","Buckinghamshire","0.05","4.44","2.3","Buckinghamshire"
"200708","total","Local authority","South East","Milton Keynes","0.1","4.34","2.59","Milton Keynes"
"200708","total","Local authority","East Midlands","Derbyshire","0.14","4.68","2.47","Derbyshire"
"200708","total","Local authority","East Midlands","Derby","0.08","4.26","2.56","Derby"
"200708","total","Local authority","South West","Dorset","0.03","4.52","2.61","Dorset"
"200708","total","Local authority","South West","Poole","0.08","8.81","2.93","Poole"
"200708","total","Local authority","South West","Bournemouth","0.14","5","2.55","Bournemouth"
"200708","total","Local authority","North East","Durham","0.15","5.81","2.9","Durham"
"200708","total","Local authority","North East","Darlington","0.13","6.76","3.52","Darlington"
"200708","total","Local authority","South East","East Sussex","0.09","7.72","3.68","East Sussex"
"200708","total","Local authority","South East","Brighton and Hove","0.03","8.27","3.3","Brighton and Hove"
"200708","total","Local authority","South East","Hampshire","0.09","6.45","3.16","Hampshire"
"200708","total","Local authority","South East","Portsmouth","0","8.35","3.74","Portsmouth"
"200708","total","Local authority","South East","Southampton","0.13","11.91","5.22","Southampton"
"200708","total","Local authority","East Midlands","Leicestershire","0.09","4.42","2.4","Leicestershire"
"200708","total","Local authority","East Midlands","Leicester","0.06","5","2.74","Leicester"
"200708","total","Local authority","East Midlands","Rutland","0","3.07","1.96","Rutland"
"200708","total","Local authority","West Midlands","Staffordshire","0.09","3.63","2.16","Staffordshire"
"200708","total","Local authority","West Midlands","Stoke-on-Trent","0.17","4.92","2.75","Stoke-on-Trent"
"200708","total","Local authority","South West","Wiltshire","0.11","4.88","2.54","Wiltshire"
"200708","total","Local authority","South West","Swindon","0.13","5.19","2.52","Swindon"
"200708","total","Local authority","South East","Bracknell Forest","0.19","3.55","1.94","Bracknell Forest"
"200708","total","Local authority","South East","Windsor and Maidenhead","0.1","3.5","2.22","Windsor and Maidenhead"
"200708","total","Local authority","South East","West Berkshire","0.12","5.06","2.47","West Berkshire"
"200708","total","Local authority","South East","Reading","0.07","4.27","2.17","Reading"
"200708","total","Local authority","South East","Slough","0.02","1.88","1.42","Slough"
"200708","total","Local authority","South East","Wokingham","0.13","4.22","2.25","Wokingham"
"200708","total","Local authority","East of England","Cambridgeshire","0.02","3.98","2.42","Cambridgeshire"
"200708","total","Local authority","East of England","Peterborough","0.24","5.83","3.43","Peterborough"
"200708","total","Local authority","North West","Cheshire (Pre LGR 2009)","0.08","6.37","2.93","Cheshire (Pre LGR 2009)"
"200708","total","Local authority","North West","Halton","0.12","3.92","2.31","Halton"
"200708","total","Local authority","North West","Warrington","0.06","5.32","2.59","Warrington"
"200708","total","Local authority","South West","Devon","0.1","5.44","2.63","Devon"
"200708","total","Local authority","South West","Plymouth","0.09","3.15","1.88","Plymouth"
"200708","total","Local authority","South West","Torbay","0.07","4.75","2.65","Torbay"
"200708","total","Local authority","East of England","Essex","0.1","5.63","3","Essex"
"200708","total","Local authority","East of England","Southend-on-Sea","0.12","4.72","2.38","Southend-on-Sea"
"200708","total","Local authority","East of England","Thurrock","0.03","6.43","3.33","Thurrock"
"200708","total","Local authority","West Midlands","Herefordshire","0.08","5.07","2.54","Herefordshire"
"200708","total","Local authority","West Midlands","Worcestershire","0.09","3.85","2.18","Worcestershire"
"200708","total","Local authority","South East","Kent","0.17","7.23","3.6","Kent"
"200708","total","Local authority","South East","Medway","0.1","8.03","3.74","Medway"
"200708","total","Local authority","North West","Lancashire","0.19","4.62","2.55","Lancashire"
"200708","total","Local authority","North West","Blackburn with Darwen","0.08","2.7","1.58","Blackburn with Darwen"
"200708","total","Local authority","North West","Blackpool","0.03","8.51","4.18","Blackpool"
"200708","total","Local authority","East Midlands","Nottinghamshire","0.15","5.36","2.97","Nottinghamshire"
"200708","total","Local authority","East Midlands","Nottingham","0.15","6.07","3.44","Nottingham"
"200708","total","Local authority","West Midlands","Shropshire","0.08","4.16","2.33","Shropshire"
"200708","total","Local authority","West Midlands","Telford and Wrekin","0.09","7.03","3.6","Telford and Wrekin"
"200708","total","Local authority","South West","Cornwall","0.06","3.18","1.86","Cornwall"
"200708","total","Local authority","North West","Cumbria","0.05","4.48","2.59","Cumbria"
"200708","total","Local authority","South West","Gloucestershire","0.17","5.26","2.72","Gloucestershire"
"200708","total","Local authority","East of England","Hertfordshire","0.11","4.6","2.48","Hertfordshire"
"200708","total","Local authority","South East","Isle of Wight","0.1","5.85","3.02","Isle of Wight"
"200708","total","Local authority","East Midlands","Lincolnshire","0.1","3.7","2.22","Lincolnshire"
"200708","total","Local authority","East of England","Norfolk","0.07","3.73","2.14","Norfolk"
"200708","total","Local authority","East Midlands","Northamptonshire","0.1","6.01","2.84","Northamptonshire"
"200708","total","Local authority","North East","Northumberland","0.14","4.71","2.54","Northumberland"
"200708","total","Local authority","South East","Oxfordshire","0.08","4.55","2.45","Oxfordshire"
"200708","total","Local authority","South West","Somerset","0.16","6.8","3.18","Somerset"
"200708","total","Local authority","East of England","Suffolk","0.09","5.22","2.6","Suffolk"
"200708","total","Local authority","South East","Surrey","0.15","6.26","2.9","Surrey"
"200708","total","Local authority","West Midlands","Warwickshire","0.16","4.92","2.73","Warwickshire"
"200708","total","Local authority","South East","West Sussex","0.15","5.98","2.91","West Sussex"
"200607","total","Region",".",NA,NA,NA,NA,"."
"200607","total","National",NA,NA,"0.12","5.65","3.02","England"
"200607","total","Region","North East",NA,"0.11","4.67","2.59","North East"
"200607","total","Region","North West",NA,"0.12","5.56","2.99","North West"
"200607","total","Region","Yorkshire and the Humber",NA,"0.08","6.51","3.23","Yorkshire and the Humber"
"200607","total","Region","East Midlands",NA,"0.13","5.12","2.8","East Midlands"
"200607","total","Region","West Midlands",NA,"0.13","5.41","3.06","West Midlands"
"200607","total","Region","East of England",NA,"0.1","5.38","2.85","East of England"
"200607","total","Region","South East",NA,"0.12","6.56","3.31","South East"
"200607","total","Region","South West",NA,"0.11","6.05","3.05","South West"
"200607","total","Region","Inner London",NA,"0.13","5.16","3.13","Inner London"
"200607","total","Region","Outer London",NA,"0.13","4.89","2.84","Outer London"
"200607","total","Local authority",".",".",NA,NA,NA,"."
"200607","total","Local authority","Inner London","City of London","0","0","0","City of London"
"200607","total","Local authority","Inner London","Camden","0.06","6.5","3.82","Camden"
"200607","total","Local authority","Outer London","Greenwich","0.25","9.14","4.76","Greenwich"
"200607","total","Local authority","Inner London","Hackney","0.08","4.88","3.12","Hackney"
"200607","total","Local authority","Inner London","Hammersmith and Fulham","0.19","5.25","3.14","Hammersmith and Fulham"
"200607","total","Local authority","Inner London","Islington","0.16","4.3","2.93","Islington"
"200607","total","Local authority","Inner London","Kensington and Chelsea","0.15","3.46","2.34","Kensington and Chelsea"
"200607","total","Local authority","Inner London","Lambeth","0.16","6.86","3.48","Lambeth"
"200607","total","Local authority","Inner London","Lewisham","0.08","4.42","2.93","Lewisham"
"200607","total","Local authority","Inner London","Southwark","0.14","6.06","3.78","Southwark"
"200607","total","Local authority","Inner London","Tower Hamlets","0.13","3.02","2","Tower Hamlets"
"200607","total","Local authority","Inner London","Wandsworth","0.2","5.84","3.35","Wandsworth"
"200607","total","Local authority","Inner London","Westminster","0.11","6.44","4.05","Westminster"
"200607","total","Local authority","Outer London","Barking and Dagenham","0.13","2.96","1.87","Barking and Dagenham"
"200607","total","Local authority","Outer London","Barnet","0.12","4.6","2.73","Barnet"
"200607","total","Local authority","Outer London","Bexley","0.15","4.05","2.52","Bexley"
"200607","total","Local authority","Outer London","Brent","0.18","4.88","3.07","Brent"
"200607","total","Local authority","Outer London","Bromley","0.1","3.16","1.72","Bromley"
"200607","total","Local authority","Outer London","Croydon","0.21","3.58","2.23","Croydon"
"200607","total","Local authority","Outer London","Ealing","0.08","4.43","2.68","Ealing"
"200607","total","Local authority","Outer London","Enfield","0.13","5.05","3.17","Enfield"
"200607","total","Local authority","Inner London","Haringey","0.07","4.88","2.83","Haringey"
"200607","total","Local authority","Outer London","Harrow","0.14","5.49","3.17","Harrow"
"200607","total","Local authority","Outer London","Havering","0.16","4.66","2.84","Havering"
"200607","total","Local authority","Outer London","Hillingdon","0.08","5.44","3.02","Hillingdon"
"200607","total","Local authority","Outer London","Hounslow","0.17","4.53","2.78","Hounslow"
"200607","total","Local authority","Outer London","Kingston upon Thames","0.04","3.02","1.82","Kingston upon Thames"
"200607","total","Local authority","Outer London","Merton","0.04","6.83","3.44","Merton"
"200607","total","Local authority","Inner London","Newham","0.17","5.2","3.12","Newham"
"200607","total","Local authority","Outer London","Redbridge","0.15","4.2","2.27","Redbridge"
"200607","total","Local authority","Outer London","Richmond upon Thames","0.06","3.42","2.23","Richmond upon Thames"
"200607","total","Local authority","Outer London","Sutton","0.16","5.29","3.12","Sutton"
"200607","total","Local authority","Outer London","Waltham Forest","0.04","8.54","4.68","Waltham Forest"
"200607","total","Local authority","West Midlands","Birmingham","0.19","7.35","4.11","Birmingham"
"200607","total","Local authority","West Midlands","Coventry","0.03","5.09","2.91","Coventry"
"200607","total","Local authority","West Midlands","Dudley","0.13","6.01","3.07","Dudley"
"200607","total","Local authority","West Midlands","Sandwell","0.16","5.09","3.21","Sandwell"
"200607","total","Local authority","West Midlands","Solihull","0.23","5.47","3.07","Solihull"
"200607","total","Local authority","West Midlands","Walsall","0.09","4.95","2.93","Walsall"
"200607","total","Local authority","West Midlands","Wolverhampton","0.03","5","2.91","Wolverhampton"
"200607","total","Local authority","North West","Knowsley","0.15","3.89","2.13","Knowsley"
"200607","total","Local authority","North West","Liverpool","0.1","3.44","2.25","Liverpool"
"200607","total","Local authority","North West","St. Helens","0","4.47","2.42","St. Helens"
"200607","total","Local authority","North West","Sefton","0.08","1.71","1.21","Sefton"
"200607","total","Local authority","North West","Wirral","0.1","5.2","2.78","Wirral"
"200607","total","Local authority","North West","Bolton","0.07","6.53","3.09","Bolton"
"200607","total","Local authority","North West","Bury","0.28","5.86","3.55","Bury"
"200607","total","Local authority","North West","Manchester","0.13","7.8","4.28","Manchester"
"200607","total","Local authority","North West","Oldham","0.16","5.69","3.11","Oldham"
"200607","total","Local authority","North West","Rochdale","0.16","5.96","3.36","Rochdale"
"200607","total","Local authority","North West","Salford","0.26","5.88","3.15","Salford"
"200607","total","Local authority","North West","Stockport","0.12","7.24","3.62","Stockport"
"200607","total","Local authority","North West","Tameside","0.15","7.85","3.77","Tameside"
"200607","total","Local authority","North West","Trafford","0.07","4.37","2.63","Trafford"
"200607","total","Local authority","North West","Wigan","0.04","6.46","3.24","Wigan"
"200607","total","Local authority","Yorkshire and the Humber","Barnsley","0.01","4.85","2.44","Barnsley"
"200607","total","Local authority","Yorkshire and the Humber","Doncaster","0.16","8.19","3.62","Doncaster"
"200607","total","Local authority","Yorkshire and the Humber","Rotherham","0.11","6.51","3.37","Rotherham"
"200607","total","Local authority","Yorkshire and the Humber","Sheffield","0.02","8.08","4.17","Sheffield"
"200607","total","Local authority","Yorkshire and the Humber","Bradford","0.07","6.34","3.43","Bradford"
"200607","total","Local authority","Yorkshire and the Humber","Calderdale","0.16","6.02","3.24","Calderdale"
"200607","total","Local authority","Yorkshire and the Humber","Kirklees","0.07","6.56","3.2","Kirklees"
"200607","total","Local authority","Yorkshire and the Humber","Leeds","0.08","6.59","3.29","Leeds"
"200607","total","Local authority","Yorkshire and the Humber","Wakefield","0.09","8.38","3.81","Wakefield"
"200607","total","Local authority","North East","Gateshead","0.15","2.78","1.76","Gateshead"
"200607","total","Local authority","North East","Newcastle upon Tyne","0.17","4.35","2.51","Newcastle upon Tyne"
"200607","total","Local authority","North East","North Tyneside","x","2.77","1.72","North Tyneside"
"200607","total","Local authority","North East","South Tyneside","0.06","4.72","2.5","South Tyneside"
"200607","total","Local authority","North East","Sunderland","0.03","2.95","1.99","Sunderland"
"200607","total","Local authority","South West","Isles Of Scilly","0","0","0","Isles Of Scilly"
"200607","total","Local authority","South West","Bath and North East Somerset","0.07","6.96","3.51","Bath and North East Somerset"
"200607","total","Local authority","South West","Bristol City of","0.08","9.3","4.79","Bristol City of"
"200607","total","Local authority","South West","North Somerset","0.05","3.57","2.23","North Somerset"
"200607","total","Local authority","South West","South Gloucestershire","0.12","5.8","2.97","South Gloucestershire"
"200607","total","Local authority","North East","Hartlepool","0.03","2.91","1.86","Hartlepool"
"200607","total","Local authority","North East","Middlesbrough","0.18","6.57","3.38","Middlesbrough"
"200607","total","Local authority","North East","Redcar and Cleveland","0.11","5.26","2.91","Redcar and Cleveland"
"200607","total","Local authority","North East","Stockton-on-Tees","0.03","3.96","2.36","Stockton-on-Tees"
"200607","total","Local authority","Yorkshire and the Humber","Kingston upon Hull City of","0.15","5.21","2.88","Kingston upon Hull City of"
"200607","total","Local authority","Yorkshire and the Humber","East Riding of Yorkshire","0.05","8.71","3.52","East Riding of Yorkshire"
"200607","total","Local authority","Yorkshire and the Humber","North East Lincolnshire","0.09","5.46","2.72","North East Lincolnshire"
"200607","total","Local authority","Yorkshire and the Humber","North Lincolnshire","x","5.71","2.74","North Lincolnshire"
"200607","total","Local authority","Yorkshire and the Humber","North Yorkshire","0.08","4.12","2.24","North Yorkshire"
"200607","total","Local authority","Yorkshire and the Humber","York","0.25","5.39","2.89","York"
"200607","total","Local authority","East of England","Bedfordshire (Pre LGR 2009)","0.1","4.41","2.45","Bedfordshire (Pre LGR 2009)"
"200607","total","Local authority","East of England","Luton","0.05","3.78","2.41","Luton"
"200607","total","Local authority","South East","Buckinghamshire","0.04","4.37","2.45","Buckinghamshire"
"200607","total","Local authority","South East","Milton Keynes","0.15","5.03","2.93","Milton Keynes"
"200607","total","Local authority","East Midlands","Derbyshire","0.14","4.76","2.45","Derbyshire"
"200607","total","Local authority","East Midlands","Derby","0.23","4.38","2.65","Derby"
"200607","total","Local authority","South West","Dorset","0.02","4.51","2.61","Dorset"
"200607","total","Local authority","South West","Poole","0.08","10.92","3.51","Poole"
"200607","total","Local authority","South West","Bournemouth","0.07","5.02","2.81","Bournemouth"
"200607","total","Local authority","North East","Durham","0.13","5.88","3.03","Durham"
"200607","total","Local authority","North East","Darlington","0.31","11.55","5.34","Darlington"
"200607","total","Local authority","South East","East Sussex","0.09","9.1","4.34","East Sussex"
"200607","total","Local authority","South East","Brighton and Hove","0.06","8.9","3.9","Brighton and Hove"
"200607","total","Local authority","South East","Hampshire","0.1","6.87","3.41","Hampshire"
"200607","total","Local authority","South East","Portsmouth","0.02","9.28","4.52","Portsmouth"
"200607","total","Local authority","South East","Southampton","0.13","13.85","6.34","Southampton"
"200607","total","Local authority","East Midlands","Leicestershire","0.11","4.97","2.62","Leicestershire"
"200607","total","Local authority","East Midlands","Leicester","0.12","5.87","3.09","Leicester"
"200607","total","Local authority","East Midlands","Rutland","0.08","3","1.88","Rutland"
"200607","total","Local authority","West Midlands","Staffordshire","0.11","4.17","2.53","Staffordshire"
"200607","total","Local authority","West Midlands","Stoke-on-Trent","0.1","4.96","2.84","Stoke-on-Trent"
"200607","total","Local authority","South West","Wiltshire","0.11","5.61","2.94","Wiltshire"
"200607","total","Local authority","South West","Swindon","0.13","6.71","3.01","Swindon"
"200607","total","Local authority","South East","Bracknell Forest","0.17","4.63","2.36","Bracknell Forest"
"200607","total","Local authority","South East","Windsor and Maidenhead","0.2","4.32","2.7","Windsor and Maidenhead"
"200607","total","Local authority","South East","West Berkshire","0.17","4.79","2.52","West Berkshire"
"200607","total","Local authority","South East","Reading","0.08","4.39","2.56","Reading"
"200607","total","Local authority","South East","Slough","0.07","2.73","1.86","Slough"
"200607","total","Local authority","South East","Wokingham","0.14","4.28","2.29","Wokingham"
"200607","total","Local authority","East of England","Cambridgeshire","0.01","3.96","2.41","Cambridgeshire"
"200607","total","Local authority","East of England","Peterborough","0.15","4.5","2.74","Peterborough"
"200607","total","Local authority","North West","Cheshire (Pre LGR 2009)","0.11","6.34","3.09","Cheshire (Pre LGR 2009)"
"200607","total","Local authority","North West","Halton","0.15","3.41","2.06","Halton"
"200607","total","Local authority","North West","Warrington","0.07","5.97","2.95","Warrington"
"200607","total","Local authority","South West","Devon","0.14","7.19","3.28","Devon"
"200607","total","Local authority","South West","Plymouth","0.1","4.08","2.28","Plymouth"
"200607","total","Local authority","South West","Torbay","0.16","5.95","3.24","Torbay"
"200607","total","Local authority","East of England","Essex","0.13","6.78","3.38","Essex"
"200607","total","Local authority","East of England","Southend-on-Sea","0.09","4.7","2.47","Southend-on-Sea"
"200607","total","Local authority","East of England","Thurrock","0.1","7.39","3.75","Thurrock"
"200607","total","Local authority","West Midlands","Herefordshire","0.13","6.22","2.97","Herefordshire"
"200607","total","Local authority","West Midlands","Worcestershire","0.08","3.56","2.14","Worcestershire"
"200607","total","Local authority","South East","Kent","0.17","6.69","3.57","Kent"
"200607","total","Local authority","South East","Medway","0.13","9.18","4.17","Medway"
"200607","total","Local authority","North West","Lancashire","0.16","5.57","3.11","Lancashire"
"200607","total","Local authority","North West","Blackburn with Darwen","0.13","4.04","2.13","Blackburn with Darwen"
"200607","total","Local authority","North West","Blackpool","0.08","7.47","3.97","Blackpool"
"200607","total","Local authority","East Midlands","Nottinghamshire","0.12","5.78","3.21","Nottinghamshire"
"200607","total","Local authority","East Midlands","Nottingham","0.18","6.49","3.76","Nottingham"
"200607","total","Local authority","West Midlands","Shropshire","0.05","4.58","2.43","Shropshire"
"200607","total","Local authority","West Midlands","Telford and Wrekin","0.07","8.08","3.99","Telford and Wrekin"
"200607","total","Local authority","South West","Cornwall","0.09","3.72","2.19","Cornwall"
"200607","total","Local authority","North West","Cumbria","0.04","5.23","2.77","Cumbria"
"200607","total","Local authority","South West","Gloucestershire","0.15","6.03","3.12","Gloucestershire"
"200607","total","Local authority","East of England","Hertfordshire","0.12","5.02","2.74","Hertfordshire"
"200607","total","Local authority","South East","Isle of Wight","0.09","6.12","3.23","Isle of Wight"
"200607","total","Local authority","East Midlands","Lincolnshire","0.13","3.4","2.24","Lincolnshire"
"200607","total","Local authority","East of England","Norfolk","0.09","4.72","2.57","Norfolk"
"200607","total","Local authority","East Midlands","Northamptonshire","0.12","6.1","3.06","Northamptonshire"
"200607","total","Local authority","North East","Northumberland","0.12","4.57","2.55","Northumberland"
"200607","total","Local authority","South East","Oxfordshire","0.08","5.26","2.82","Oxfordshire"
"200607","total","Local authority","South West","Somerset","0.18","7.08","3.37","Somerset"
"200607","total","Local authority","East of England","Suffolk","0.06","6.15","2.96","Suffolk"
"200607","total","Local authority","South East","Surrey","0.14","6.42","3.08","Surrey"
"200607","total","Local authority","West Midlands","Warwickshire","0.17","4.85","2.72","Warwickshire"
"200607","total","Local authority","South East","West Sussex","0.13","6.1","2.97","West Sussex"
