"year","level","la_name","school_type","num_schools","headcount","perm_excl","perm_excl_rate","fixed_excl","fixed_excl_rate","one_plus_fixed","one_or_more_fixed_excl_rate"
"201617","Local authority","Bath and North East Somerset","Total","80","26755","26","0.1","1501","5.61","700","2.62"
"201617","Local authority","Bath and North East Somerset","Primary","61","13510","4","0.03","165","1.22","73","0.54"
"201617","Local authority","Bath and North East Somerset","Secondary","16","12816","21","0.16","1249","9.75","590","4.6"
"201617","Local authority","Bath and North East Somerset","Special","3","429","x","x","87","20.28","37","8.62"
"201617","Local authority","Bristol City of","Total","138","57102","16","0.03","4966","8.7","2075","3.63"
"201617","Local authority","Bristol City of","Primary","105","35953","9","0.03","1003","2.79","404","1.12"
"201617","Local authority","Bristol City of","Secondary","23","20297","7","0.03","3663","18.05","1551","7.64"
"201617","Local authority","Bristol City of","Special","10","852","0","0","300","35.21","120","14.08"
"201617","Local authority","North Somerset","Total","77","29818","43","0.14","1016","3.41","584","1.96"
"201617","Local authority","North Somerset","Primary","62","17255","14","0.08","201","1.16","106","0.61"
"201617","Local authority","North Somerset","Secondary","12","12289","29","0.24","777","6.32","460","3.74"
"201617","Local authority","North Somerset","Special","3","274","0","0","38","13.87","18","6.57"
"201617","Local authority","South Gloucestershire","Total","113","39084","37","0.09","2403","6.15","1000","2.56"
"201617","Local authority","South Gloucestershire","Primary","92","22734","3","0.01","316","1.39","141","0.62"
"201617","Local authority","South Gloucestershire","Secondary","17","15941","34","0.21","1887","11.84","821","5.15"
"201617","Local authority","South Gloucestershire","Special","4","409","0","0","200","48.9","38","9.29"
"201617","Local authority","Hartlepool","Total","37","15211","18","0.12","1491","9.8","531","3.49"
"201617","Local authority","Hartlepool","Primary","30","9582","0","0","22","0.23","13","0.14"
"201617","Local authority","Hartlepool","Secondary","5","5414","18","0.33","1414","26.12","500","9.24"
"201617","Local authority","Hartlepool","Special","2","215","0","0","55","25.58","18","8.37"
"201617","Local authority","Middlesbrough","Total","52","23835","26","0.11","4417","18.53","978","4.1"
"201617","Local authority","Middlesbrough","Primary","41","15634","x","x","149","0.95","70","0.45"
"201617","Local authority","Middlesbrough","Secondary","7","7722","25","0.32","4259","55.15","901","11.67"
"201617","Local authority","Middlesbrough","Special","4","479","0","0","9","1.88","7","1.46"
"201617","Local authority","Redcar and Cleveland","Total","58","21956","13","0.06","2547","11.6","812","3.7"
"201617","Local authority","Redcar and Cleveland","Primary","44","13432","x","x","66","0.49","24","0.18"
"201617","Local authority","Redcar and Cleveland","Secondary","11","8151","12","0.15","2406","29.52","761","9.34"
"201617","Local authority","Redcar and Cleveland","Special","3","373","0","0","75","20.11","27","7.24"
"201617","Local authority","Stockton-on-Tees","Total","78","31067","21","0.07","2675","8.61","803","2.58"
"201617","Local authority","Stockton-on-Tees","Primary","60","19936","0","0","78","0.39","43","0.22"
"201617","Local authority","Stockton-on-Tees","Secondary","14","10578","21","0.2","2560","24.2","734","6.94"
"201617","Local authority","Stockton-on-Tees","Special","4","553","0","0","37","6.69","26","4.7"
"201617","Local authority","Kingston upon Hull City of","Total","89","39501","57","0.14","1434","3.63","725","1.84"
"201617","Local authority","Kingston upon Hull City of","Primary","71","25719","7","0.03","455","1.77","192","0.75"
"201617","Local authority","Kingston upon Hull City of","Secondary","12","13174","50","0.38","905","6.87","492","3.73"
"201617","Local authority","Kingston upon Hull City of","Special","6","608","0","0","74","12.17","41","6.74"
"201617","Local authority","East Riding of Yorkshire","Total","145","45306","32","0.07","1598","3.53","766","1.69"
"201617","Local authority","East Riding of Yorkshire","Primary","123","25568","6","0.02","263","1.03","118","0.46"
"201617","Local authority","East Riding of Yorkshire","Secondary","19","19402","26","0.13","1333","6.87","646","3.33"
"201617","Local authority","East Riding of Yorkshire","Special","3","336","0","0","x","x","x","x"
"201617","Local authority","North East Lincolnshire","Total","59","23379","40","0.17","1732","7.41","789","3.37"
"201617","Local authority","North East Lincolnshire","Primary","47","14710","6","0.04","261","1.77","145","0.99"
"201617","Local authority","North East Lincolnshire","Secondary","10","8350","34","0.41","1436","17.2","631","7.56"
"201617","Local authority","North East Lincolnshire","Special","2","319","0","0","35","10.97","13","4.08"
"201617","Local authority","North Lincolnshire","Total","78","24189","26","0.11","2194","9.07","678","2.8"
"201617","Local authority","North Lincolnshire","Primary","62","14763","x","x","244","1.65","98","0.66"
"201617","Local authority","North Lincolnshire","Secondary","14","9136","24","0.26","1944","21.28","578","6.33"
"201617","Local authority","North Lincolnshire","Special","2","290","0","0","6","2.07","x","x"
"201617","Local authority","North Yorkshire","Total","366","82430","85","0.1","4642","5.63","1895","2.3"
"201617","Local authority","North Yorkshire","Primary","312","45366","7","0.02","540","1.19","239","0.53"
"201617","Local authority","North Yorkshire","Secondary","43","36215","77","0.21","4056","11.2","1630","4.5"
"201617","Local authority","North Yorkshire","Special","11","849","x","x","46","5.42","26","3.06"
"201617","Local authority","York","Total","62","24944","x","x","818","3.28","436","1.75"
"201617","Local authority","York","Primary","50","14574","0","0","203","1.39","105","0.72"
"201617","Local authority","York","Secondary","10","10125","x","x","615","6.07","331","3.27"
"201617","Local authority","York","Special","2","245","0","0","0","0","0","0"
"201617","Local authority","Luton","Total","63","37591","55","0.15","2228","5.93","1207","3.21"
"201617","Local authority","Luton","Primary","48","23286","x","x","238","1.02","113","0.49"
"201617","Local authority","Luton","Secondary","12","13850","53","0.38","1990","14.37","1094","7.9"
"201617","Local authority","Luton","Special","3","455","0","0","0","0","0","0"
"201617","Local authority","Bedford","Total","75","27842","57","0.2","975","3.5","512","1.84"
"201617","Local authority","Bedford","Primary","53","13789","8","0.06","192","1.39","74","0.54"
"201617","Local authority","Bedford","Secondary","19","13708","46","0.34","760","5.54","429","3.13"
"201617","Local authority","Bedford","Special","3","345","3","0.87","23","6.67","9","2.61"
"201617","Local authority","Central Bedfordshire","Total","130","43519","49","0.11","1734","3.98","864","1.99"
"201617","Local authority","Central Bedfordshire","Primary","97","22220","15","0.07","428","1.93","165","0.74"
"201617","Local authority","Central Bedfordshire","Secondary","29","20706","34","0.16","1270","6.13","679","3.28"
"201617","Local authority","Central Bedfordshire","Special","4","593","0","0","36","6.07","20","3.37"
"201617","Local authority","Buckinghamshire","Total","229","83499","116","0.14","3080","3.69","1641","1.97"
"201617","Local authority","Buckinghamshire","Primary","182","44962","20","0.04","617","1.37","258","0.57"
"201617","Local authority","Buckinghamshire","Secondary","37","37182","92","0.25","2288","6.15","1312","3.53"
"201617","Local authority","Buckinghamshire","Special","10","1355","4","0.3","175","12.92","71","5.24"
"201617","Local authority","Milton Keynes","Total","108","46232","22","0.05","2244","4.85","1075","2.33"
"201617","Local authority","Milton Keynes","Primary","90","27153","8","0.03","420","1.55","194","0.71"
"201617","Local authority","Milton Keynes","Secondary","12","18291","14","0.08","1638","8.96","812","4.44"
"201617","Local authority","Milton Keynes","Special","6","788","0","0","186","23.6","69","8.76"
"201617","Local authority","Derbyshire","Total","407","106470","126","0.12","4752","4.46","2176","2.04"
"201617","Local authority","Derbyshire","Primary","351","63317","24","0.04","810","1.28","401","0.63"
"201617","Local authority","Derbyshire","Secondary","46","42252","102","0.24","3764","8.91","1721","4.07"
"201617","Local authority","Derbyshire","Special","10","901","0","0","178","19.76","54","5.99"
"201617","Local authority","Derby","Total","97","42025","38","0.09","2102","5","1052","2.5"
"201617","Local authority","Derby","Primary","73","24890","16","0.06","389","1.56","171","0.69"
"201617","Local authority","Derby","Secondary","17","16425","20","0.12","1668","10.16","847","5.16"
"201617","Local authority","Derby","Special","7","710","x","x","45","6.34","34","4.79"
"201617","Local authority","Dorset","Total","171","55317","32","0.06","2767","5","1340","2.42"
"201617","Local authority","Dorset","Primary","132","26104","x","x","483","1.85","182","0.7"
"201617","Local authority","Dorset","Secondary","33","28533","30","0.11","2256","7.91","1145","4.01"
"201617","Local authority","Dorset","Special","6","680","0","0","28","4.12","13","1.91"
"201617","Local authority","Poole","Total","43","19290","24","0.12","792","4.11","336","1.74"
"201617","Local authority","Poole","Primary","29","10606","x","x","177","1.67","74","0.7"
"201617","Local authority","Poole","Secondary","9","8356","22","0.26","614","7.35","261","3.12"
"201617","Local authority","Poole","Special","5","328","0","0","x","x","x","x"
"201617","Local authority","Bournemouth","Total","41","23486","37","0.16","1774","7.55","689","2.93"
"201617","Local authority","Bournemouth","Primary","27","12639","0","0","147","1.16","66","0.52"
"201617","Local authority","Bournemouth","Secondary","12","10424","37","0.35","1619","15.53","620","5.95"
"201617","Local authority","Bournemouth","Special","2","423","0","0","8","1.89","3","0.71"
"201617","Local authority","Durham","Total","259","71560","69","0.1","2903","4.06","1397","1.95"
"201617","Local authority","Durham","Primary","215","42590","0","0","661","1.55","289","0.68"
"201617","Local authority","Durham","Secondary","34","27609","69","0.25","2027","7.34","1014","3.67"
"201617","Local authority","Durham","Special","10","1361","0","0","215","15.8","94","6.91"
"201617","Local authority","Darlington","Total","39","16100","x","x","1294","8.04","495","3.07"
"201617","Local authority","Darlington","Primary","29","9347","x","x","100","1.07","40","0.43"
"201617","Local authority","Darlington","Secondary","8","6441","0","0","1095","17","415","6.44"
"201617","Local authority","Darlington","Special","2","312","0","0","99","31.73","40","12.82"
"201617","Local authority","East Sussex","Total","196","66391","70","0.11","3920","5.9","1751","2.64"
"201617","Local authority","East Sussex","Primary","154","39149","18","0.05","811","2.07","325","0.83"
"201617","Local authority","East Sussex","Secondary","30","26149","52","0.2","3022","11.56","1384","5.29"
"201617","Local authority","East Sussex","Special","12","1093","0","0","87","7.96","42","3.84"
"201617","Local authority","Brighton and Hove","Total","70","32205","17","0.05","1769","5.49","761","2.36"
"201617","Local authority","Brighton and Hove","Primary","52","19610","0","0","210","1.07","92","0.47"
"201617","Local authority","Brighton and Hove","Secondary","10","12078","17","0.14","1455","12.05","630","5.22"
"201617","Local authority","Brighton and Hove","Special","8","517","0","0","104","20.12","39","7.54"
"201617","Local authority","Hampshire","Total","522","174429","57","0.03","7424","4.26","3654","2.09"
"201617","Local authority","Hampshire","Primary","425","105248","4","0","2228","2.12","863","0.82"
"201617","Local authority","Hampshire","Secondary","70","66493","53","0.08","4762","7.16","2607","3.92"
"201617","Local authority","Hampshire","Special","27","2688","0","0","434","16.15","184","6.85"
"201617","Local authority","Portsmouth","Total","65","25416","13","0.05","1824","7.18","622","2.45"
"201617","Local authority","Portsmouth","Primary","49","16244","4","0.02","295","1.82","112","0.69"
"201617","Local authority","Portsmouth","Secondary","10","8605","9","0.1","824","9.58","391","4.54"
"201617","Local authority","Portsmouth","Special","6","567","0","0","705","124.34","119","20.99"
"201617","Local authority","Southampton","Total","72","31010","20","0.06","1374","4.43","733","2.36"
"201617","Local authority","Southampton","Primary","54","20331","4","0.02","385","1.89","168","0.83"
"201617","Local authority","Southampton","Secondary","12","10149","15","0.15","908","8.95","529","5.21"
"201617","Local authority","Southampton","Special","6","530","x","x","81","15.28","36","6.79"
"201617","Local authority","Leicestershire","Total","279","96533","28","0.03","2996","3.1","1652","1.71"
"201617","Local authority","Leicestershire","Primary","224","52927","13","0.02","469","0.89","229","0.43"
"201617","Local authority","Leicestershire","Secondary","49","42473","15","0.04","2515","5.92","1413","3.33"
"201617","Local authority","Leicestershire","Special","6","1133","0","0","12","1.06","10","0.88"
"201617","Local authority","Leicester","Total","109","54801","14","0.03","1899","3.47","1118","2.04"
"201617","Local authority","Leicester","Primary","82","34959","x","x","336","0.96","164","0.47"
"201617","Local authority","Leicester","Secondary","20","18891","12","0.06","1511","8","919","4.86"
"201617","Local authority","Leicester","Special","7","951","x","x","52","5.47","35","3.68"
